customer_review,NPS Score
"Athens to Budapest via Istanbul. There was a delay of 1 hour from Athens airport for the departure of the flight to Istanbul. As a result we reached the airport 20 min before the connection flight takes off for Budapest. There was no announcement about the connection flight, nor arrangement for transferring us to the gate/airplane. We reached the gate 10 min before the flight, but the gate was closed. We were informed by the employee there, to get to another gate which was wrong walking again for a long distance and then finally got at the transfer desk, where after a long waiting que we were informed for our overnight stay in a hotel in Istanbul so as to get the flight of 7.00 am to Budapest. We were informed that our luggage had been out of the plane. Then we had to leave the hotel 3 hours before, which means at 4.00 am.",Detractor
"Brussels to Istanbul. Business class has the typical recliners that are better than most airlines in narrow body aircraft. My check in experience in Brussels was horrible. The business class check in agent was unexperienced and arrogant. It literal took 20min to get my bags on the plane and then she started nagging about my handluggage hereby strictly enforcing an 8kg business class rule. I went to see the station manager, had to repack stuff whereafter she once sgain said it was too much. Another trip to station manager and with some dont do it again words he let me go. I had to run to get on my plane. One thing is for sure I wont do it again and will choose another airline. I recommend the airline not to use such personalities for customer service.",Passive
"Buenos Aires to Barcelona via Istanbul. Seats are ok, but not the best. The good thing is that they are fully flat, the bad thing is that they do not all offer direct aisle access (and that there are 3 seats together in the middle row in business class). That said, I also have to say that the Buenos Aires - Istanbul flight is very long because of the stop in Sao Paulo, but flying business class in TK makes it seem shorter, the IFE is quite good and the food is great. I take this flight twice a year and even though the food service deteriorated a bit lately, it is still very good compared to other airlines (unfortunately on my last flights there was no more amuse bouche, no more many options of starters to pick from the trolley and no more final trolley with coffee and petit fours-the latter was now consolidated with the dessert trolley, also the champagne on board was downgraded from Taittinger to Mumm). As I said the meals service is still good but it could be a lot better if flight attendants would be more proactive at offering drinks and refills. They just do not do it, you need to call them every time you need a refill (it does not happen in many other airlines) and when you do they take forever and it is obvious are not willing to do it. Overall, I would recommend TK business class because the food is very good and the seats are confortable, but they need to improve the service on board. If they did, they would be quite perfect.",Passive
  Dammam to London via Istanbul. Paid for seat reservations on both flights and they were not honoured. When I asked the flight team I was told there was nothing that could be done. When I then complained to the airline I was basically told that changes to aircrafts are made and they don't feel the need to inform you of those changes or refund the price that you have paid for the seat reservations. Deeply unhappy. I will not be using them again.,Detractor
"  My first business class trip with Turkish Airlines. I had a free upgrade because of a cancelled flight (weather conditions). Boarding was chaotic, no different line for business class passengers but it's because of the limited capacity of Ataturk airport. Onboard, food, entertainment, seats were great.",Promoter
"For my vacation to Turkey I decided to fly with Turkish Airlines instead of a charter airline like SmartWings. We boarded an A321-200 in Prague, seats were really nice with really good pitch and each seat has personal IFE which is geat for a 2 hours flight. The headphones were not very good, but thats ok. Problem was that for half of the flight the IFE wasn't working, but when it did it had plenty of movies, games, music etc. We received a warm sandwich and dessert on this flight which were tasty along with a good seletion of drinks, only problem was that only 1 drinks round was made. Second flight was on a Boeing 737-800 which was a bit older and only had screens above our heads, but it was a 55 minute flight (on the way back this flight was operated by A321-200 with IFE) and even on this short flight we received drinks and food (same sandwich just no dessert). Overall these were really nice flights and I would fly with Turkish again. The A321 was really nice and IFE for 2 hours flight is great, it is just the crew that could be little bit better.",Promoter
"Johannesburg to Brussels via Istanbul. Our first holiday that we flew with Turkish Airlines and probably our last. However we are satisfied about the staff on board, it's the lack of customer care that makes the final result of this review. As we arrived home we found out that one of the locks of our suitcases was damaged in a way that this lock could not be used any more. No message of Customs was left. An inquiry at Samsonite showed that this part can not be repaired. So we are forced to buy a new suitcase because of this damage. Turkish Airlines is responsible to take care of our bagage and if some problem occurs, they should offer a solution. Challenge 1 is to find out how to claim damaged baggage. Found on the internet and made a claim the next day. Challenge 2 is to convince Turkish Airlines (Customer Care) about the real cause of the damage, since they decline a claim immediately. Challenge 3 is to convince them about the fact that the suitcase is not repairable. If it would be, we should send it to a national Samsonite repair center (costs!). But they confirmed that the lock is no longer available (only during the warranty time of 5 years). A copy of these emails were sent to TA, but the refuse to accept it and think about another solution. Challenge 4 is to convince TA that for me the only solution is that I have to buy a new suitcase, which I did, and to get a refund as compensation. I bought a new Samsonite, sent my invoice to them and asked them to solve this matter, but again they answered that only repairs will be paid. When you pay over 2500 Euros for your tickets, you have the right to expect customer service as it should be. Let's end positive about the airplane and staff. The airplane is new well cleaned and you there is a lot of entertainment to choose on your personal screen. Staf is really friendly and drinks and meals are alright. We just did not understand why on a night flight it took so long to get your meal after the take off. It would be nice to get it earlier and then get some more time to sleep.",Detractor
"  Flew New York JFK to Paris CDG via Istanbul. Long Transatlantic flights can be tough but with Turkish Airlines the experience is always top notch. Both flights were on time. Meal service was exceptional (for today's airline standards) plus the amenity kit in economy class with socks, slippers, toothpaste and lip balm in it is a nice touch. Wide variety of inflight entertainment from all over the world. Cabin crew were caring, courteous, smiling and always professional. Keep it up, Turkish Airlines!",Promoter
  Manchester to Ercan via Istanbul. We are flying again in September and for various reasons wanted to change dates. The customer service operator was exceedingly sympathetic and helpful and while I was on the phone he exceeded my expectations and did more than I could have asked. I now have exactly what I wanted at no extra cost. We love Turkish Airlines and always use them if we can.,Promoter
"Jakarta to Sao Paulo return via Istanbul with Boeing 777-300ER in Business Class. I felt that the entertainment screen is quite small, it is adequate but would be great if we could enjoy larger screen size. Food options were satisfying and presentation was nice thanks to Do&Co catering. It would be great if they offer flexibility to their pax to be able to opt to dine whenever they wish (not only in a designated meal service time). This is particularly for the red-eye flight like Sao Paulo-Istanbul which depart at 3am and a meal was served just after take off. Cabin crew polite and courteous especially Indonesian-bound flight. Lounge at Istanbul was great with many food selections but much fewer when you departing late at night. One most point that need to be improved is the boarding arrangement at the Departure Gate especially for Business Class Passengers ! There was indeed a special Line for business class pax but mostly were blocked by the long economy pax queue that we had to struggle to find the dedicated line for business class pax.",Promoter
"Istanbul to Hatay. I wish to thank Turkish Airlines. I missed my plane and I couldnt catch my flight but the staff was kind enough to switch the ticket for me and help me complete my trip the same day. My flight was at 9am and it became 9pm, even if it is 12 hours later but they helped me not to suffer going back later.",Promoter
"  Los Angeles to Bucharest via Istanbul three weeks ago. My two bags were not delivered until now. I followed all the procedures requested, I sent all the information required for identification of my bags (including their photos and the lists of properties), I sent them a lot of emails, but no one gives me any news. I am shocked by the lack of involvement of the Claim Department staff in this case. I do not recommend this company.",Detractor
"  Flying Turkish Airlines is always a good if not great experience regardless of what class you are flying. But I have to say that what distinguishes TK from any other airline I have travelled with, and I do travel a lot for both work and leisure, is the customer service. It is absolutely exceptional. I have missed my flight with a different airline twice, because of the airport I flew out of and both times Turkish airlines saved my trip! Even though they were not responsible for the problems I had in the airports or with the airlines, because my connecting flights were through Turkish Airlines they were the people that got me on the next flight in a most convenient timeframe and manner. The first time I travelled with Turkish Airlines, the representative even booked a hotel for me, because I was a college student traveling to the US for the first time and I missed my flight with a different airline because of a long customs line in the airport. Not only that but they also rebooked my three connecting flights for the next day and provided all the information I would need to have a safe comfortable stay in a strange city. Bottom line, best customer service I have ever had. Keep doing what you are doing Turkish Airlines!",Promoter
"Nairobi to Heathrow via Istanbul. The flight from Nairobi delayed by close to one hour and I almost missed my connecting flight to London. I was travelling with 2 suitcases both of which were missing when we got to London. One suitcase was delivered 4 days later and the other is still missing more than one week down the line. The airline does not give any updates on the progress of tracing the lost baggage and refers you to a robot site that has the same update ""tracing continues check later for updates"" for seven days. It is unfortunate I had booked a return flight, otherwise, I am not flying Turkish Airlines again!",Detractor
"Amsterdam to Bangkok via Istanbul. In Amsterdam we got an upgrade because of an overbooked plane. We received our new boarding pass for seats 6J/6K, only 15 minutes before boarding started. When we wanted to board, the scanning system told our seats were changed back to economy. According to Turkish Airlines helpdesk, this is a normal procedure. To upgrade and downgrade whenever they want. It was not Turkish Airlines mistake, but from the handling company. Also in Istanbul, staff was not friendly at all! They ran away when we wanted to ask a question about this situation.",Passive
"Istanbul to Bangkok. After several positive flight experiences with Turkish Airlines, my last flight from Istanbul to Bangkok was very disappointing. The flight boarded, albeit somewhat chaotically, on time. Once all passengers were on board, we waited for about 1 hour before an announcement was made that the aircraft needed to be changed due to technical problems. That in itself was not a major problem, though somewhat of an inconvenience, however attention to safety was appreciated. Once we were back in the gate boarding area, there was only one ground agent who seemed to have no idea how to cope with the situation. No announcements were made. Once a new departure time was set for 2 hours later, we boarded a new aircraft. The cabin staff seem to have been affected by all of this, as our flight was now almost 3 hours delayed. After serving the meal they were nowhere to be seen for a long time, some left with empty meal trays for 1 hour before passengers had had enough and started clearing their own trays by bringing them to the galley. I made a comment about this inconvenience to the flight purser, who told me that he would have to ""write me up"" for making a complaint about the long wait time for clearing up after the meal service. I was disappointed by this attitude and treatment.",Passive
"Flew Dalaman to Istanbul Ataturk. Found the Business Class check-in tucked away in the corner of a seething departure hall. Showing my Gold card, I was politely and promptly checked in. I was told where to find the CIP lounge. In there it felt more like a school playground with children running noisily around in circles. Obviously not the fault of Turkish Airlines. Slight delay in boarding as the aircraft came in late. No boarding announcements made (until I boarded at least) but people just moved forward. One lady called out something in barely audible Turkish language, but nothing in English. Before take-off they showed the safety briefing on drop-down screens. Those screens then remained down, just showing the Turkish Airlines logo, throughout the flight. In fact they were still down as we got off the plane in Istanbul. After take-off the Captain explained and apologised for the delay. We were served a warm cheese and tomato roll with soft and hot drinks. In fact identical to the snack when I flew from Istanbul a few days earlier. But it was welcome and tasty and perfectly adequate for 11.30 pm. Two very smiling and friendly flight attendants served us. As we flew in circles the Captain announced a change in runway meant a further 15 minutes delay. We finally landed - with the only occupant in the row in front of me in his seat fully reclined. After landing we were told we could use our electronic devices so I looked at the flight path we had flown. It was certainly convoluted! We were taken by bus to the domestic terminal and all in all 30 minutes delay. I have not had a delayed Turkish Airlines flight for months so not a big deal for me.",Promoter
Billund to Delhi via Istanbul. On 29th July our travel from Billund via Istanbul was delayed by 24 hours due to heavy delay in first flight which resulted in missing next fligh.t We stuck at Istanbul airport with family and could not go out as we did not had working international credit card to get E-Visa. We had US Dollars in cash but there was no system at Istanbul airport to pay for E-Visa in cash. This resulted us spending 24 hours at airport with family and 1 year old baby. It was one of the worst experience we had. Ground staffs at Istanbul airport were very uncooperative.,Detractor
"Brussels to Entebbe via Istanbul. Our train was delayed, but we arrived at the airport 80 minutes before our scheduled flight. The check-in area was very busy and confusing with several queues. We waited in the queue for 25 minutes to find out that we had been standing in the wrong queue, as there were two flights to Istanbul that day at similar times. We came to the check-in counter when the lady informed us that we are at the wrong counter and we are too late and check-in is already over. She then directed us to the Turkish Airline counter but he told us that he cannot help us. We pointed out that we only have two small carry-on bags and all we need is a boarding pass (and we still had 50 minutes to departure). He refused with a smirk adding that that's not his problem. We ended up spending thousands of Euros for our new tickets, paying for a hotel, and changing the schedule of our trip and all of it was unnecessary. We understand that there are strict airline policies and passengers need to arrive to check-in on time. All we needed was for someone to issue us tickets.",Detractor
"Algiers to Dubai via Istanbul. Stsrted at the check in where I had to wait 1,5 hour in line to just drop off my bag although I had checked in online, due to slow staff, who not only took at least 10 minutes to check in a passenger but also had no idea about the seats on the plane and I was given a wrong seat in result. The flight was also delayed 60 mins. My wife traveled the same route in August and both her flights were delayed 1 hour and she wasn't given a protective bag for the stroller although she was promised to recieve it at the plane entrance and she did not get the seat that has a child bassinet.",Detractor
"Turkish Airlines once again pulled off an excellent inflight service on a very short domestic flight from Istanbul to Izmir. With a flight time of only 42 minutes they still managed to serve a fully booked Business Class cabin a hot meal on real china with dessert and beverages - and all with courteous, friendly service. Most carriers in Europe and the US wouldn't offer anything on such a short route. The IFE system was of good quality, however headphones were not provided. For those that had, personal headphones worked fine. Well done, Turkish Airlines, for putting service back into airline travel!",Promoter
"  Although the use of an older aircraft on this route was initially a disappointment (Oslo to Istanbul), I was once again pleasantly surprised by the outstanding service provided by Turkish Airlines cabin crew. The meal, drink selection, and service were excellent. Even though there was no inflight entertainment system, business class passengers were provided with their personal tablets to watch movies and listen to music. Once again - a great flight and great service on Turkish Airlines!",Promoter
"Bangkok to Tunis via Istanbul. Very disappointed by their online booking system. When I booked my ticket online I have choosen to pay the most expensive rate to get a flexible ticket for which I could change the date and re-issue the ticket for free. (At least that's what was written). It has to be said that I never had the possibility to choose the Class within the Business Class. Then few days later when I have requested to change the date of my return flight (bring it one day earlier) , I have been asked to pay 500â‚¬ (15% of the complete ticket value) because the fare was different. This was never mentionned during the booking....",Detractor
"Zurich to Dubai via Istanbul. Punctual boarding in Zurich on a clean and new looking 321-200 with winglets. Seats were black and red, very modern looking and up to date touchscreen and sound AVOD. Crew worked non stop on 2 hour 30 minute flight, excellent food and drinks, wines and spirits offered. Turkish Airlines have invested in high quality product but also have a young flight crew who work hard and have high levels of service. The connection at Istanbul was tight but worked. We were bused out in pouring rain to remote stand 777-00 and a packed flight left on time. Crew again offered good food, this time beef kofte and rice, offered spirits and wine, tirelessly worked on this night flight.",Promoter
"  Moscow to Bangkok via Istanbul. Quick and efficient check in at Vnukovo Airport. However no priority lane at the airport and very slow processing of my exit from Russia meant that I nearly missed the flight. First sector had reclining seats. Cabin service was good and the meal was good. The second sector was a week later from Istanbul to Bangkok. The check in was efficient and fast, there was a special clearance lane for Turkish Airlines passengers (different to the normal fast track for other airlines and this lane fed straight into the lounge). The plane was a little late taking off and there seemed to be no hurry with the meal service, a pity as I would rather have slept straight away and just had breakfast. The food and wine on the plane was good. The bed was comfortable and I slept well. There was a priority lane service but not used as there was no queue in Immigration.My luggage was the first off - there has been a problem where two or more sectors are flown but not on this occasion. I was happy with the service and will continue to fly Turkish airlines.",Promoter
"  Istanbul to Tel Aviv return. Quick efficient check in for both Istanbul (economy class) and Tel Aviv (business class, because I was changing to Business Class from Istanbul). The bag was priority checked through to Bangkok and was first off the flight in Bangkok. Both flights left and landed on time and a light meal served on both flights despite being only two hours long. Seats were okay and I had adequate legroom. Toilets were clean.",Promoter
"  Bangkok to Istanbul. Business Class was great. Food was excellent, service is fine (not as good as Qatar Airways or Singapore Airlines but still very good). Business Class seats are comfortable and can be transformed in a bed. Turkish Airlines is really a great airline.",Promoter
"Tel Aviv to Boston via Istanbul. Overall, a very good experience. Biggest negative was the very tight leg-room on the long-legs of this trip, especially since the person in front of me put their seat back as soon as we took off for the entire 10 hour trip. Big suggestion - get on the plane as soon as you can so you can store your carry-on in the overhead compartment, otherwise you are in big trouble for leg room. I felt claustrophobic on the Boston to Istanbul leg because of this issue. Felt much more comfortable on the 10+ hour Istanbul to Boston leg with my back-pack stored above me rather than under the seat in front of me. Also got a great price by ordering the ticket 4+ months in advance, though did have to pay extra for flight insurance.",Promoter
"Dublin to Tel Aviv via Istanbul. Turkish Airlines fall short in all areas from customer service to cabin and inflight experience. The lounge they use at Dublin is the worst experience. No recognition of business class passengers - we pay for this experience, but it is non existent. Narrowbody business class seating not overly comfortable, especially when in the recline position, especially the leg rest or lack of leg rest. Poor in flight service, feeling of being a burden to the cabin staff, despite only 50% occupation on business class cabin. IFE screen malfunction, poor response from crew and no offer of seat change. Not worth the extra fare for business class as there was a total lack of experience. I submitted feedback and received a response from them that did not address the basis of the feedback.",Detractor
"Bangkok to London via Istanbul. First leg from Bangkok was an A330. Flight was delayed due to weather in BKK, unfortunately they only announced the delay after everyone had gone to the gate. Flight boarded about 45 min late and the crew were not quite ready when passengers boarded as they had arrived late and seemed a bit stressed about the delay which stuck with them for most of the flight. Despite the stress they were friendly and provided a good service. Welcome drinks were served but they ran out of TK's signature lemonade, which is a bit poor. That said the flight was otherwise great, dinner was served swiftly after take off and the food was a huge improvement on the outbound flight. The steak was one of the best I have had on a flight for years. After dinner beds were made and the lights were turned off. Breakfast was served about 2 hours before landing and this time the crew did remember to collect the breakfast orders so everything was served correctly. Despite the delay in take off we landed on time in IST. Transfer security were not quite awake when we showed up at 4 am in IST but we got through quickly and on to the excellent lounge at IST. While the lounge is excellent, by 6am is was extremely busy and seat were hard to come by. As personal electronic devices has to be gate checked for travel to the UK the gate process took about 15 minutes to get through but TK has done a fairly good job of streamlining the process, especially for business class passengers. Boarding was reasonably organised and boarding for the LHR flight was quickly completed. Flight this time was a Boeing 777 which left on time from IST. Again breakfast was quickly served. While the hot choice was limited is was tasty none the less. The cabin crew was far more relaxed on this flight and an absolute pleasure. Flight landed on time at LHR. The process of getting PED's was almost as cumbersome as getting them checked in but TK staff did their best to return devices as quickly as possible.",Promoter
"  Beijing to Atlanta via Istanbul. The flight itself was very good. My issue is with the mediocre to bad service outside of the flight. I purchased an economy ticket and tried to use my miles (from another airline within Star Alliance) to upgrade one segment of the flight. Simple? Not at all. I made sure that I purchased the ticket with the correct code (B) since you can only upgrade on Y and B codes. Then I upgraded the ticket using my miles, but was then told that the upgrade would change the code to an I. Code I does means that I get no miles for the flight even though I paid full price for the ticket. I tried to contact Turkish Airlines through their website and received no reply. I tried to contact them through their social media sites and was told to be patient and I would receive a reply. Two weeks later I checked the status and found out that Turkish Airlines had canceled my ticket. I contacted my travel agent who found out that my upgrade had created a duplicate ticket in their system so they had just canceled everything, all without informing me. Then they tried to charge me a reissuing fee for their mistake. Then I tried to upgrade again and couldn't online so I contacted them (this time by phone) and was told that their system was down and they couldn't do anything.",Passive
"Turkish Airlines has been one of my favorite airlines for this route among various options, due to the unavailability of direct flights between Tunisia and Bahrain. The outbound trip from Bahrain to Istanbul came on a date that was critical (28 Jun 2016 and what happened in Istanbul Airport). The airline and airport services worked professionally to cope with the stress around, rescheduling flight cancellations and assigning delayed people to new flights, others have been taken to hotels. I was travelling with my family, everything was arranged smoothly and since we got delayed for the flight of the next morning, we were offered a 5 star hotel accommodation and a Business class upgrade for the connecting flight to Tunis.",Promoter
"Istanbul to Abuja. Lovely flight, customer service lovely, nice meals, kept to time and very punctual. The Boeing 737-900 is a very small aircraft for a trip of 6 hours+, very uncomfortable and barely have space to stretch or move about. But overall great flight except the fact that the aircraft is so small.",Passive
"Cape Town to Athens via Istanbul. They charge for sporting equipment stating it's a 'handling fee'. They are happy to take golf bags and skis free of charge, and diving equipment to three destinations free of charge, but the rest of the world they charge for. It really can't be that hard to handle some fins, a mask and a very small speargun for no charge can it, especially when these make up the only form of checked in baggage? And they do not weigh more than golf equipment or don't take up more space than a golf bag. I've never dealt with an airline that has such inconsistent rules regarding baggage, and made taking other goods overseas so difficult. Speaking to customer service they can't do anything either. Oh and they don't charge sports baggage fees as a single trip return, they charge for each destination where you stop / layover, both there and back, so you could pay up to 90 euros one way,and the same return.",Detractor
"Delayed take off from Seoul to Athens via Istanbul with Turkish Airlines . Longer trip time (10.5 hours) from the reverse trip (Istanbul to Seoul) though the present voyage is anti-clock wise i.e. you earn some distance from earth's clockwise rotation. Same flight from Istanbul to Seoul was 9.5 hrs. Insufficient cleanliness of the cabin. Normal service. Food variety short. Seats on both flights had small space with front seat, knees were stuck on front seat for a medium size man (1.75 height).",Passive
"London to Guangzhou via Istanbul. I chose Turkish Airline on this occasion instead of my regular Qatar Airways. Was a bit apprehensive choosing this airline but what a fantastic airline it turn out to be, flights were punctual, priority boarding at all sectors, attentive and smiling FAs plus a chef on board preparing food which was very tasty and flatbed seats on both aircraft. The only issue, nothing to do with the airline, is the last leg, Istanbul to London and it can be daunting especially after a 10 hour flight where you go through security checks twice and no laptops on hand baggage. Although flying Business Class, the queues is very much the same as travelling economy and it took forever. Apart from the security checks at IST, everything else was as good if not better than some other 5* airlines I have flown. Give this airline a try and you will be pleasantly surprised.",Promoter
"  Gatwick to Bangkok via Istanbul. The arrival experience could be stepped up slightly. There really isn't much of a welcome when you first arrive on board. It takes a while for you to be offered a drink and for a business class traveller, I didn't get any service really throughout the whole flight. There was on both legs of the flight a few moody staff members. The seat itself is really good. Lay flat beds, however you do have to get up to allow them to put the thin mattress down, but the choice is yours. Meals are good. They are better than many other airlines I have travelled on. The only suggestion would be that the breakfast could be improved slightly. Main course and dessert are really good for airline food. I did once have a hot chocolate and that will be something I never have again. Inflight entertainment offers a limited selection. They could be more up to date movies. Wifi is a good addition too. The whole situation about not being able to take a laptop onboard from Istanbul to London was a right hassle. Chaotic and wasn't controlled well. No signage. People didn't know where they were going, didn't know they had to queue or that they had to have their bags checked again before going to the gate. Check in counter is separate for business class passengers but this is where it ends. When you get to the gateyes they call you up first. But if you are running late, there isn't a clear lane in IST for you to board. Overall I will continue to fly Turkish Airlines as they offer a really good service for a really good price. I can let the attention they don't provide to the customers go, but it does need to be addressed. There also doesn't seem to be anything available to snack on in-between meals. I have flown with them a few times and nothing has been on show or shown in the menu.",Promoter
"Flew London Heathrow to Bangkok via Istanbul. TK1980/TK0064. Decided to go with Turkish Airlines as they had a compelling offer for the holidays. Check-in at LHR was quick and efficient, priority security check provided and access to any of the Star Alliance lounges in Terminal 2 (LH, United, Singapore or Canadian or the Premium Plaza lounge which TK contracts). Boarding began a little late and started somewhat disorganised with conflicting announcements but once the gate agents got them selves sorted boarding was quick and efficient. Lunch was served on the short flight to IST, single tray with 3 options for main course. Not great but beats most airlines. Seat was fully flat and IFE was excellent although no WiFI on this flight. The cabin attendants were a bit robotic but very nice. Flight was on time in to IST and when straight to a gate. On disembarkation there was a choice for connecting flights or arrivals but it looked like they had cordoned off the connecting flight route. Turned out they wanted to see boarding passes to let you through, slightly confusing and not very intuitive. Next flight was also on time, this time there was WiFi on top of the excellent IFE and although the WiFi was slow it worked well through the flight. The cabin crew were fantastic with the attendants looking after our section coming around at the beginning of the flight to introduce herself and point out the cabin service director as well. Seats were comfortable and everything worked with the cabin clean and tidy upon boarding. Amenity kits were handed out shortly after boarding. The evening meal was served about 45 minutes after take off. The starter and desert were great but the mains were pathetic, labelled as â€œsalad and steakâ€ it took some searching of the salad to find the miniature piece of beef. Meals have clearly declined with TK. We were given cards to order breakfast but they were never collected and the breakfast handout was a bit random and the hot options were a bit strange but tasted ok none the less. Overall a good flight, worth recommending if the price point is right.",Promoter
"  Dublin to Istanbul. I was impressed by the flight. Check in and boarding went well. The staff were very friendly and helpful, particularly with the younger passengers. The meal was very tasty, although I was surprised they served a breakfast for a late morning departure. IFE was very good.",Passive
"  Istanbul to Athens. Unfortunately the plane was delayed, otherwise it was a pleasant flight. I was a bit surprised they didn't offer an alcoholic drink which surprised me for a full service airline. The food offered was a roll, which wasn't too bad considering it was a very short flight .",Passive
Dublin to Istanbul. I enjoyed my flight. It left on time and check in and boarding went very smoothly. The meal was very tasty. I was a bit surprised that they served breakfast given the flight left at 10.50. Towards the end of the flight there were drinks being served which was very much appreciated.,Passive
"Istanbul to Montreal on Turkish Airlines. Check-in slower than normal for priority lane on account of extra layer of checks for flights bound for North America. Boarding by zone numbers and quite orderly. On board, the hard product was a little weathered with scuff marks and torn trim. The flight left the gate 35 minutes late and there was no reason provided other than ""operational issues"". Once airborne, a 5-course lunch was served along with a wide range of drink choices. The food was quite tasty and well presented. The FA's were warm, friendly and very attentive. A special mention goes out to the staff who looked after my side of the aisle with a permanent smile and cheery demeanour throughout the entire flight. The IFE had a good selection but was awkward to navigate at times. Tolilets needed attention and were not always clean / tidy. Flight landed 30 minutes late and for an unknown reason we disembarked via airside buses which is extremely rare for Montreal. Overall the experience was positive and the cabin crew were exceptional.",Promoter
"Turkish Airlines flight from Montreal to Istanbul was delayed for 10 hours as per online information. Connecting passengers were taken to hotel room but after 10 hours when passengers arrived to airport from hotel, the plane was further delayed for 12 hours. Passengers could not go back to hotel, as hotel checked them out already. So passengers were left in hotel lobby for additional 12 hours. Wheelchair assisted passengers were left with little to no help provided.",Detractor
"  Istanbul to Sao Paulo. Day flight. Managed to get an exit seat so plenty of legroom. Was sat next to Galley, lots of people milling around. Crew provided a high level of service. First meal was nice, second not very. Entertainment system was good. Flight had Wifi which is always a help. Plane was clean although the decor looked old, tired. Istanbul Airport is excellent with one of the best lounges I have ever been in. Enjoyed the flight, price was very good, will definitely fly with Turkish again!",Promoter
"I was particularly looking forward to TK 1, my first trans-Atlantic business class experience. In most aspects, the flight was outstanding. Lamentably, the only negative occurred right at the start. Check-in went quickly, and the Gold Track security line was instantaneous. I did not have much time to experience the TK lounge because the TV monitors called passengers to the gate and hour and a half before departure. Gate 208 at IST was an absolute caldron. Of course, the security checks for USA departures are extensive, and as I had been informed, my ipad needed to be gate-checked. The problem was waiting and waiting in a huge crowd in a painfully hot gate area. By the time we boarded, I was drenched in perspiration. This is a problem that must be addressed, because a flight that begins uncomfortably in the extreme has to struggle to get back into pleasant territory. Nevertheless, once we boarded, the experience was exceptional. Seating on the 777-300 is 2x3x2. Every seat was occupied, but the seats themselves were full recline and provided adequate room. It almost goes without saying that the DO & CO food onboard was plentiful and delicious. TK provides a dining experience comparable to that of a fine restaurant. Cabin service was outstanding, and passengers who wanted to work or surf were provided with a laptop. The various quirks of the laptop took some time to decipher, but in the end, this provided several hours of amusement. There was a huge selection of movies, music, games, and TV shows. If Turkish Airlines can get control of the boarding experience, their business class service would be easily a 10.",Promoter
"Madrid to Istanbul was about as seamless and enjoyable as a flight can get. Check-in was immediate and friendly, the Sala Cibeles at Barajas is an excellent lounge, departure and arrival were punctual, and onboard service was outstanding. Skies were clear for the entire route, so the views were enjoyable. Business class seating on the A330-300 is 2x2x2",Promoter
"Toronto to Istanbul on Turkish Airlines. Having had my original flight out of Montreal cancelled and rerouted through Toronto with a 24-hour delay, I was bracing for the worst. Contrary to my expectations, everything from check-in through to landing was in perfect order. Flight pulled from the gate slightly behind schedule but landed early. On board, the hard product was starting to show its age with worn out seats and trim. The cabin crew were excellent with smiles all around and very attentive service throughout the journey. The food was not up to TK's usual standard and having flown them long distance multiple times in recent months, I have noticed the quality and quantity have deteriorated. The wines served were the same as what they had on board back in September of last year but plentiful nonetheless. The IFE had a good a selection although it could have benefitted from more recent releases. The seat was comfortable allowing me to get 6 hours of restful sleep. Toilets were kept clean throughout the journey. It was a pleasant experience on the balance and the cabin chief deserved special mention given how he handled my request to be moved to another seat.",Passive
"Montreal to Istanbul on TK36. Arrived at the airport 2 hours prior to departure only to find out check-in had been suspended. Passengers were left waiting in the queues for quite sometime before the TK station manger popped up and told everyone the flight had been cancelled. What ensued can only be described as chaos with agents running around collecting contact information from passengers so that they could be notified of their rerouted itinerary. TK operates three flights per week on this route with the next flight scheduled to leave only on Friday. This resulted in a long and extremely slow moving queue in front of the ticketing counter as two agents tried to reprocess a plane load of people. The rest of the ground staff ran around looking like they knew what they were doing but accomplishing next to nothing. The station manager was nowhere to be found with many passengers demanding answers. As the flight is often the very last one of the day, there were no other options left to get the passengers out on the same day with many having to contend with at least a one-day delay. Flight disruptions are an unavoidable part of air travel but TK is not equipped to deal with them as evidenced by the lack of coordination and inefficiency. Their call centre was equally ineffective as they kept saying there was nothing they could do. If TK is well and truly aspiring to become one of the leading carriers, they need to significantly pick up their game in customer relations and response to unforeseen events.",Detractor
"  The flight from Istanbul to Ankara is relatively short but on an early morning with good weather, it's a beautiful flight with a great view from the window. The service on Turkish Airlines is great even on this extremely short trip. Beverages and a breakfast sandwich are served. The breakfast was a simple cheese and tomato sandwich which seems quite standard for turkish breakfast but not too appetizing for me. On the flight to Ankara there was no in-flight entertainment system but there was on the return flight to Istanbul.",Promoter
"Turkish Airlines makes a real effort to give even their economy passengers a positive experience. Their meals are tasty and generous. They distribute printed menus and amenity kits. Their check in staff are friendly and efficient. My originating United Airlines flight from Tampa was cancelled at the last minute, and after much scrambling, I arrived at the Turkish counter at JFK only 50 minutes before scheduled departure to IST. The flight had just closed, but the Turkish staff took pity on me and checked me in anyway. Both flights (New York JFK to Istanbul and Istanbul to Madrid) departed and arrived punctually. Despite the fact that the on-line seat map showed that the Kennedy - Ataturk flight was essentially empty up until the day before, when we boarded there were only a handful of empty seats. Where did those 150 mystery passengers come from? The economy class seat pitch is quite tight, I would have paid extra for an exit row seat, but it had appeared that I was going to have the whole back of the plane to myself. On the IST-MAD flight, we had an empty middle seat, and this contributed to a much more comfortable experience. My flight back to Turkey and the USA next week will be in business class, so I am looking forward to the award-winning premium service.",Passive
